account_id,amount,date,year,month,year_month,mean,std,outlier
2,60.0,2019-12-04,2019,12,2019_12,67.31546357615892,203.73816843364105,False
2,10.5,2019-11-30,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,4.7,2019-11-29,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,15.0,2019-11-29,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,1.6,2019-11-27,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,12.9,2019-11-27,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,41.96,2019-11-25,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,14.9,2019-11-24,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,11.2,2019-11-16,2019,11,2019_11,67.31546357615892,203.73816843364105,False
2,14.9,2019-10-24,2019,10,2019_10,67.31546357615892,203.73816843364105,False
2,30.0,2019-09-28,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,20.0,2019-09-27,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,14.9,2019-09-24,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,11.22,2019-09-05,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,11.22,2019-09-05,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,1.81,2019-09-04,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,9.22,2019-09-04,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,24.58,2019-09-02,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,15.0,2019-09-02,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,26.4,2019-09-01,2019,9,2019_09,67.31546357615892,203.73816843364105,False
2,14.0,2019-08-29,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,14.9,2019-08-24,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,559.0,2019-08-24,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.6,2019-08-23,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,450.0,2019-08-23,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,64.0,2019-08-22,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,14.9,2019-08-21,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,450.0,2019-08-20,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,31.66,2019-08-20,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,20.5,2019-08-20,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,50.08,2019-08-17,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,8.0,2019-08-16,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,23.9,2019-08-14,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,2.0,2019-08-13,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.0,2019-08-11,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,5.0,2019-08-11,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,5.0,2019-08-11,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,25.0,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,5.0,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.03,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,0.65,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.38,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,4.9,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.25,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.5,2019-08-10,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,29.5,2019-08-09,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,45.5,2019-08-09,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,7.2,2019-08-08,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.4,2019-08-08,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,16.19,2019-08-08,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,1.0,2019-08-07,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,200.0,2019-08-06,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,13.4,2019-08-05,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,42.3,2019-08-04,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,16.0,2019-08-03,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,58.02,2019-08-02,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,26.3,2019-08-01,2019,8,2019_08,67.31546357615892,203.73816843364105,False
2,42.0,2019-07-31,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,14.9,2019-07-25,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,5.4,2019-07-22,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,10.23,2019-07-21,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,13.15,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,5.35,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,56.5,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,201.5,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,51.75,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,42.08,2019-07-20,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,1.95,2019-07-19,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,1.95,2019-07-17,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,1.95,2019-07-17,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,29.0,2019-07-17,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,25.0,2019-07-16,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,52.87,2019-07-16,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,16.9,2019-07-14,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,20.0,2019-07-13,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,50.67,2019-07-11,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,20.0,2019-07-09,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,10.69,2019-07-08,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,22.8,2019-07-03,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,25.65,2019-07-01,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,19.27,2019-07-01,2019,7,2019_07,67.31546357615892,203.73816843364105,False
2,14.0,2019-06-29,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,8.39,2019-06-28,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,34.5,2019-06-27,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,14.9,2019-06-25,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,13.15,2019-06-24,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,65.75,2019-06-24,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,22.8,2019-06-24,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,4.0,2019-06-22,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,2.8,2019-06-19,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,22.8,2019-06-18,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,4.8,2019-06-16,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,4.5,2019-06-15,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,14.9,2019-06-14,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,41.97,2019-06-13,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,7.99,2019-06-13,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,4.9,2019-06-13,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,6.19,2019-06-12,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,19.45,2019-06-12,2019,6,2019_06,67.31546357615892,203.73816843364105,False
2,7.48,2019-05-30,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,12.19,2019-05-30,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,17.0,2019-05-29,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,14.9,2019-05-27,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,0.89,2019-05-26,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,14.9,2019-05-25,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,7.8,2019-05-23,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,6.4,2019-05-23,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,1.25,2019-05-23,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,100.0,2019-05-23,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,5.0,2019-05-21,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,2.8,2019-05-21,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,26.0,2019-05-19,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,1.15,2019-05-16,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,1.15,2019-05-16,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,27.29,2019-05-15,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,7.3,2019-05-15,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,3.0,2019-05-15,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,278.52,2019-05-14,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,34.59,2019-05-12,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,12.73,2019-05-11,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,23.42,2019-05-11,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,20.73,2019-05-11,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,76.56,2019-05-11,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,9.28,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,44.58,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,89.08,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,44.64,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,23.22,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,67.77,2019-05-10,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,10.25,2019-05-09,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,44.75,2019-05-09,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,223.73,2019-05-09,2019,5,2019_05,67.31546357615892,203.73816843364105,False
2,98.7,2019-05-09,2019,5,2019_05,67.31546357615892,203.73816843364105,False
